"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location"
"50149566","EL VIEJON","Brooklyn","4212","2 AVENUE","11232","3475486380",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.653437407684","-74.01241194251","307","38","000200","3010778","3007210039","BK32","POINT (-74.01241194251 40.653437407684)"
"50178042","HUNG FOOD INC","Queens","133-35","ROOSEVELT AVENUE","11354","9172162393",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.758501995257","-73.833241808988","407","20","087100","4112276","4049730016","QN22","POINT (-73.833241808988 40.758501995257)"
"50172925","MOON FOODS LLC","Queens","3921","BELL BLVD","11361","9175798293",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.765008245158","-73.771718241383","411","19","112300","4137617","4062410006","QN46","POINT (-73.771718241383 40.765008245158)"
"50161764","NEW LAB LLC","Brooklyn","128","19 STREET","11232","8083992969",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.664559844289","-73.995732230032","307","38","014300","3009128","3006360015","BK37","POINT (-73.995732230032 40.664559844289)"
"50165313","PURE DELI CORP","Brooklyn","740","BROADWAY","11206","9296926127",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.70088893132","-73.942227356069","301","33","050700","3061513","3022760029","BK75","POINT (-73.942227356069 40.70088893132)"
"50166255","CREAM N' DIP CORP","Queens","3618","BROADWAY","11106","6467509421",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.759899726686","-73.921001381741","401","22","005900","4009741","4006470041","QN70","POINT (-73.921001381741 40.759899726686)"
"50168377","MALECON EXPRESS INC.","Manhattan","3500","BROADWAY","10031","9172997890",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.825219692176","-73.951314772278","109","07","022900","1061879","1020750001","MN04","POINT (-73.951314772278 40.825219692176)"
"50160847","JKCSNY INC","Manhattan","1802","65TH ST TRANSVERSE",,"9173253374",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"0","0",,,,,"1",,
"50169409","STELLAR POKHARA INC.","Queens","7017","AUSTIN ST","11375","7185931830",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.720752360757","-73.846399719496","406","29","071100","4314649","4032387501","QN17","POINT (-73.846399719496 40.720752360757)"
"50164316","8772 JUICE BAR CORP","Queens","8872","SUTPHIN BLVD","11435","9176509004",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.70415609186","-73.808960972731","412","27","023800",,"4","QN61","POINT (-73.808960972731 40.70415609186)"
"50164133","WING & BURGER INC","Staten Island","302","NEW DORP LANE","10306","7189798999",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.571881944992","-74.112430882083","502","50","013400","5057564","5042190064","SI45","POINT (-74.112430882083 40.571881944992)"
"50132762","MIKADO","Queens","11609","METROPOLITAN AVE","11418","7185590088","Japanese","2023-06-28T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","27","B","2023-06-28T00:00:00.000","2025-10-22T06:00:09.000","Pre-permit (Operational) / Re-inspection","40.707400728788","-73.835736242986","409","29","077500","4079425","4033240002","QN60","POINT (-73.835736242986 40.707400728788)"
"50176356","JM METRO SERVICES LLC","Manhattan","689","8 AVENUE","10036","7186791621",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.758194456584","-73.989095331946","104","03","012100","1024969","1010340032","MN15","POINT (-73.989095331946 40.758194456584)"
"50171593","LIGRECI'S STAATEN","Staten Island","697","FOREST AVENUE","10310","7184486000",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.629475941557","-74.11233734162","501","49","010500","5004812","5001680064","SI35","POINT (-74.11233734162 40.629475941557)"
"50170521","NAKSHATRA LLC","Manhattan","30","VANDAM STREET","10013","3476586092",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.726358363178","-74.005014968398","102","03","003700","1007818","1005050014","MN24","POINT (-74.005014968398 40.726358363178)"
"50177139","SPICE & GRILL: INDIAN NEPALESE KITCHEN","Queens","6335","39TH AVE","11377","2016743449",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.746590778624","-73.900359349786","402","26","026100","4027929","4012180001","QN63","POINT (-73.900359349786 40.746590778624)"
"41032752","DONS BOGAM","Manhattan","1517","EAST   32 STREET",,"2126832200","Korean","2024-01-31T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","28",,,"2025-10-22T06:00:09.000","Cycle Inspection / Initial Inspection","0","0",,,,,"1",,
"50147056","SIMO PIZZA","Manhattan","1290","6 AVENUE","10119","6463988666",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.760850108553","-73.979716722068","105","04","010400","1034510","1012670001","MN17","POINT (-73.979716722068 40.760850108553)"
"50172586","WTC4 BY PONTUS FRITHIOF CORP","Manhattan","4","WORLD TRADE CTR","10048","9294310800",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.710023785916","-74.011463056842","101","01","001300","1088795","1000580001","MN25","POINT (-74.011463056842 40.710023785916)"
"50176490","OPENAI NYC CAFE","Manhattan","295","LAFAYETTE STREET","10012","7043286780",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.724530380047","-73.995760844883","102","01","004300","1007941","1005107502","MN24","POINT (-73.995760844883 40.724530380047)"
"50160993","MAMADORA VIP","Bronx","23","EAST TREMONT AVENUE","10453","7185843333",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.85157625774","-73.908833403753","205","14","024100","2008266","2028540024","BX41","POINT (-73.908833403753 40.85157625774)"
"50153387","CHOPT","Queens","LAGUARDIA","AIRPORT","11369","5163989952",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,,,,,,,,,
"41194745","GOLDEN PALACE GOURMET","Queens","14009","CHERRRY AVENUE",,"7188864383","Chinese","2024-12-09T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","28",,,"2025-10-22T06:00:09.000","Cycle Inspection / Initial Inspection","0","0",,,,,"4",,
"50168307","MAPO INTERNATIONAL INC.","Manhattan","728","8 AVENUE","10036","7185598551",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.759319725048","-73.988257700502","105","03","011900","1024719","1010170002","MN17","POINT (-73.988257700502 40.759319725048)"
"50173672","LA GRAN URUGUAYA RESTAURANT INC","Queens","8502","37TH AVE","11372","7185050400",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.750042090088","-73.88136265525","403","21","027900","4036240","4014730001","QN28","POINT (-73.88136265525 40.750042090088)"
"41510846","218 RESTAURANT","Manhattan","218220","GRAND STREET",,"2122268039","Chinese","2022-12-28T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","31",,,"2025-10-22T06:00:09.000","Cycle Inspection / Initial Inspection","0","0",,,,,"1",,
"50134862","THE CHOCOLATE FACTORY","Brooklyn","70","SCOTT AVENUE","11237","6462440734",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.709852836152","-73.922705713001","301","34","044900","3070597","3029900001","BK90","POINT (-73.922705713001 40.709852836152)"
"50111225","THE BELNORD HOTEL","Manhattan","209","WEST   87 STREET","10024","7183612521",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.788513536626","-73.974879990871","107","06","017500","1033207","1012350023","MN12","POINT (-73.974879990871 40.788513536626)"
"50176448","MONKEY BROTHER'S NYC INC","0","N/A","N/A","N/A","3479727197",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,,,,,,,,,
"50166694","THE CHEFS AGENCY","Brooklyn","105","NORTH    3 STREET","11249","5167896956",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.716759221766","-73.962018007288","301","34","055500","3335727","3023500026","BK73","POINT (-73.962018007288 40.716759221766)"
"50159326","NU3S - CAR WASH / CAFE / AUTO CARE","Queens","13029","MERRICK BLVD","11434","6469733288",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.680164995068","-73.762520394044","412","27","036600","4270036","4124940009","QN08","POINT (-73.762520394044 40.680164995068)"
"50178047","SETTEPANI AT STUDIO LLC","Manhattan","144","WEST  125 STREET","10027","9145574078",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.808516144125","-73.947277579516","110","09","022200","1091054","1019090009","MN11","POINT (-73.947277579516 40.808516144125)"
"50173983","LOVED ONES COFFEE","Brooklyn","253","BERGEN STREET","11217","2016325847",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.683997237797","-73.983471974578","302","33","003900","3332453","3001970060","BK38","POINT (-73.983471974578 40.683997237797)"
"50178024","ADOBO MEXICAN GRILL","Manhattan","2675","BROADWAY","10025","3474557006",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.798324612137","-73.96911544282","107","06","018700","1056518","1018730052","MN12","POINT (-73.96911544282 40.798324612137)"
"50175707","CAPITAL ONE LANDING","Manhattan","42","BROADWAY","10004","2125412011",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.706263297358","-74.012908734166","101","01","000900","1000812","1000220020","MN25","POINT (-74.012908734166 40.706263297358)"
"50143618","HARI 999 INC","Manhattan","42","WEST   42 STREET","10036","9173063128",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.754068239421","-73.982321170752","105","04","008400","1085593","1012570002","MN17","POINT (-73.982321170752 40.754068239421)"
"50163756","SCHMACKARY'S","Manhattan","129","4 AVENUE","10003","9177962185",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.73325562509","-73.989914897004","103","02","004200","1077855","1005580010","MN22","POINT (-73.989914897004 40.73325562509)"
"50162654","BREAD FACTORY","Manhattan","1","HERALD SQUARE","10001","3476333780",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.750541907818","-73.987541021756","105","04","010900","1089436","1008100045","MN17","POINT (-73.987541021756 40.750541907818)"
"50128085","MIKE'S COFFEE SHOP","Brooklyn","328","DEKALB AVENUE","11205","7188571462","American","2025-06-10T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2025-10-22T06:00:09.000","Administrative Miscellaneous / Initial Inspection","40.68974350885","-73.965397762618","302","35","019700","3055356","3019320025","BK69","POINT (-73.965397762618 40.68974350885)"
"50174371","SLICEHAUS PIZZERIA","Manhattan","30","CARMINE STREET","10014","6462669274",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.730162680699","-74.002933383431","102","03","006700","1008364","1005270068","MN23","POINT (-74.002933383431 40.730162680699)"
"50173958","AUGUSTA NY 1 INC","Queens","3460","JUNCTION BLVD","11372","7189027137",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.753671568495","-73.871986216944","403","21","027300","4035809","4014550070","QN28","POINT (-73.871986216944 40.753671568495)"
"50159945","SEAPARK 59 CORP","Manhattan","41","WEST   40 STREET","10018","6466372137",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.753069376416","-73.983880673157","105","04","008400",,"1","MN17","POINT (-73.983880673157 40.753069376416)"
"50177908","WYLIE'S","Queens","24-01","29 STREET","11102","9174420071",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.772871018173","-73.916509011513","401","22","012500","4017438","4008400042","QN72","POINT (-73.916509011513 40.772871018173)"
"50174290","GENKI EAST OMAKASE","Manhattan","111","STANTON STREET","10002","6466675511",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.721093314305","-73.98736616791","103","01","003001","1087887","1004110053","MN27","POINT (-73.98736616791 40.721093314305)"
"50175308","TERRIBLE EDDIE'S ENTERPRISES INC.","Staten Island","829","ANNADALE ROAD","10312","9296005160",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.541878614144","-74.17741940655","503","51","017005","5080059","5062250015","SI01","POINT (-74.17741940655 40.541878614144)"
"50176565","SIMPL","Manhattan","927","2 AVENUE","10022","3104903817",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.754501777537","-73.968803772622","106","04","009800","1038254","1013237501","MN19","POINT (-73.968803772622 40.754501777537)"
"50176245","ARAMARK SERVICES INC","Manhattan","388","GREENWICH STREET","10013","5163842249",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.720651658088","-74.010097618713","101","01","003900","1082816","1002160001","MN24","POINT (-74.010097618713 40.720651658088)"
"50172143","FRAME3 INC","Manhattan","2459","BROADWAY","10024","4699156456",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.791370668324","-73.974185514527","107","06","017900","1033561","1012380052","MN12","POINT (-73.974185514527 40.791370668324)"
"50168852","SPICE LAMB","Manhattan","928","AMSTERDAM AVENUE","10025","6469848768",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.800129759658","-73.9659433495","107","07","019100","1056616","1018770033","MN12","POINT (-73.9659433495 40.800129759658)"
"50107045","MAMA TACO","Manhattan","5025","BROADWAY","10034","6466660107","Tex-Mex","2023-08-05T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2025-10-22T06:00:09.000","Smoke-Free Air Act / Initial Inspection","40.86938998294","-73.916615146727","112","10","030300","1065009","1022430241","MN01","POINT (-73.916615146727 40.86938998294)"
"50103422","FLIK INTERNATIONAL","Manhattan","1","MANHATTAN WEST AVE",,"2127352992","American","2025-04-14T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","10","A","2025-04-14T00:00:00.000","2025-10-22T06:00:09.000","Cycle Inspection / Initial Inspection","0","0",,,,,"1",,
"50093030","DOMINO'S","Queens","10950","MERRICK BLVD","11433","7186584200","Pizza","2023-06-27T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","A","2023-06-27T00:00:00.000","2025-10-22T06:00:09.000","Cycle Inspection / Initial Inspection","40.696400357983","-73.783288583871","412","27","025800","4216878","4101890008","QN01","POINT (-73.783288583871 40.696400357983)"
"50165039","PURE EATS","Brooklyn","147","GREENPOINT AVENUE","11222","7182101898",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.730233051072","-73.953895676567","301","33","057500","3064743","3025590004","BK76","POINT (-73.953895676567 40.730233051072)"
"50157568","KUNG FU TEA","Staten Island","3845","RICHMOND AVENUE","10312","9176692366",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.544057279091","-74.165055229477","503","51","014604","5073200","5054970150","SI54","POINT (-74.165055229477 40.544057279091)"
"50177866","SLAPS BURGER NY 4 INC.","Brooklyn","465","86 STREET","11209","9172262117",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.622004387807","-74.027045531534","310","47","013800","3153177","3060350054","BK31","POINT (-74.027045531534 40.622004387807)"
"50169242","DUNKIN DONUTS","Manhattan","4","SOUTH STREET","10004","2126191222",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.701687901075","-74.011631125861","101","01","000900","1085792","1000020001","MN25","POINT (-74.011631125861 40.701687901075)"
"50167447","TRIPLE BROTHER INC.","Queens","136-20","ROOSEVELT AVENUE","11354","7183066688",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.759777908235","-73.829235428489","407","20","085300","4113546","4050190005","QN22","POINT (-73.829235428489 40.759777908235)"
"50176258","BABBO","Manhattan","110","WAVERLY PLACE","10011","0000000000",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.732462828253","-73.999152067659","102","01","006500","1008889","1005520053","MN23","POINT (-73.999152067659 40.732462828253)"
"50160716","REGINAS UES INC","Manhattan","300","EAST   88 STREET","10128","3476804361",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.779110396089","-73.950666181048","108","05","014602","1050059","1015500049","MN32","POINT (-73.950666181048 40.779110396089)"
"50144825","DOUGHNUTTERY EVENTS.","Manhattan",,"WEST   42 STREET","10036","9179910564",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,,,,,,,,,
"50152974","ART MIDTOWN","Manhattan","351","WEST   38 STREET","10018","7726963085",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.755318257479","-73.993066216711","104","03","011500","1090149","1007620006","MN15","POINT (-73.993066216711 40.755318257479)"
"50167376","BROOKLYN BEETS CAFE LLC","Brooklyn","142","ROCKAWAY AVENUE","11233","3478935075",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.678449535312","-73.910888054537","316","41","037100","3041999","3015410001","BK79","POINT (-73.910888054537 40.678449535312)"
"50087180","PIZZA PUB","Queens","1","JFK INTL AIRPORT BLVD","11430","9177336708",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.648312826068","-73.788281497594","483","28","071600","4542156","4142600001","QN98","POINT (-73.788281497594 40.648312826068)"
"50174778","LA MESA DEL RINCON MEXICAN RESTAURANT CORP","Brooklyn","816","AVENUE U","11223","6467446081",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.598113663097","-73.96278434006","315","48","039200","3193142","3071350007","BK25","POINT (-73.96278434006 40.598113663097)"
"50171977","WILKA'S SPORTS BAR","Manhattan","241","BOWERY","10002","7325709812",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.722611661989","-73.993152609463","103","01","003601","1005710","1004260015","MN27","POINT (-73.993152609463 40.722611661989)"
"50150886","STONIE BOWLS/SOOM","Manhattan","450","WEST   33 STREET","10001","9173876803",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.753556325005","-73.998812517372","104","03","010300","1089695","1007297507","MN13","POINT (-73.998812517372 40.753556325005)"
"40536414","LA CABANA","Brooklyn","106264","FLATBUSH AVENUE",,"7182870248","Latin American","2023-03-21T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","31",,,"2025-10-22T06:00:09.000","Cycle Inspection / Initial Inspection","0","0",,,,,"3",,
"50170107","SOL DE COLOMBIA","Queens","3437","BELL BLVD","11361","6315785482",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.769546905665","-73.773894046731","411","19","109700","4135956","4061190055","QN46","POINT (-73.773894046731 40.769546905665)"
"50173608","CHOR BAZAAR","Manhattan","37","WEST   30 STREET","10001","9178472666",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.746658133853","-73.988137234978","105","03","007600","1015778","1008320022","MN17","POINT (-73.988137234978 40.746658133853)"
"50169989","IDEN & QUANJUDE","Manhattan","3","EAST   52 STREET","10022","6047806588",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.759658161533","-73.975977435444","105","04","010200","1035708","1012880006","MN17","POINT (-73.975977435444 40.759658161533)"
"50168992","GAIA MASALA & BURGER","Queens","3311","BROADWAY","11106","7206940584",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.761142121479","-73.923606166395","401","22","006100","4008872","4006230004","QN70","POINT (-73.923606166395 40.761142121479)"
"50171903","CARVEL","Bronx","2855","3 AVENUE","10455","7863690471",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.816227717906","-73.917361217207","201","17","006500","2000865","2023280039","BX34","POINT (-73.917361217207 40.816227717906)"
"50169277","KING KONG NY INC.","Manhattan","104","MOTT STREET","10013","9295009164",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.717415991334","-73.997373809161","102","01","004100","1002617","1002040005","MN24","POINT (-73.997373809161 40.717415991334)"
"50174077","STEINY B's","Brooklyn","942","FLATBUSH AVENUE","11226","7187906283",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.648643595226","-73.958301906811","314","40","051002","3117168","3051020043","BK42","POINT (-73.958301906811 40.648643595226)"
"50173278","TWENTYONEGRAINS","Manhattan","750","8 AVENUE","10036","9177556709",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.759871379059","-73.987849705278","105","03","012500","1024736","1010187502","MN17","POINT (-73.987849705278 40.759871379059)"
"50164315","MUNCH BORO PARK LLC","Brooklyn","5219","13 AVENUE","11219","7189720010",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.633178693747","-73.994019295672","312","44","023800","3138715","3056630001","BK88","POINT (-73.994019295672 40.633178693747)"
"50172286","EL VIEJO YAYO 2","Brooklyn","317","9 STREET","11215","7189657299",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.668904020291","-73.985746734939","306","39","013700","3022143","3010050074","BK37","POINT (-73.985746734939 40.668904020291)"
"50175675","KARTVELI NY INC","Brooklyn","1926","BATH AVENUE","11214","2024606676",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.602187447979","-74.00296014952","311","47","028200","3320719","3064400028","BK27","POINT (-74.00296014952 40.602187447979)"
"50044258","POPEYES","Bronx","C16","Concourse Plaza",,"9174719302","Chicken","2022-08-15T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","9","A","2022-08-15T00:00:00.000","2025-10-22T06:00:09.000","Cycle Inspection / Initial Inspection","0","0",,,,,"2",,
"50153761","STEFAN TOMIC","Manhattan","172","WAVERLY PLACE","10014","8622153937",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.733928528991","-74.001244864328","102","03","007300","1010674","1006100027","MN23","POINT (-74.001244864328 40.733928528991)"
"50169802","PIZZA SHOPPE BY MIMMOS INC.","Staten Island","1547","ARTHUR KILL ROAD","10312","7188651470",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.562507433647","-74.191697713766","503","51","022800","5127870","5059000020","SI05","POINT (-74.191697713766 40.562507433647)"
"50168919","THE SANDWICH SHOP","Brooklyn","658A","GRAND STREET","11211","3478326857",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.71141428728","-73.946139093903","301","34","050300","3331617","3027870019","BK90","POINT (-73.946139093903 40.71141428728)"
"50144257","FOODMANDU","Queens","4301","QUEENS BLVD","11104","3473965681","Asian/Asian Fusion","2023-12-05T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","13","N",,"2025-10-22T06:00:09.000","Pre-permit (Non-operational) / Initial Inspection","40.743467070595","-73.921338518141","402","26","018300","4001925","4001620008","QN31","POINT (-73.921338518141 40.743467070595)"
"50165778","CATERING BY TOURIA INC","Queens","4712","30TH AVE","11103","3474594729",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.761161825098","-73.909206711019","401","22","015100","4013384","4007290046","QN70","POINT (-73.909206711019 40.761161825098)"
"50048806","WIN SON","Brooklyn","159","GRAHAM AVENUE","11206","3474576010","Asian/Asian Fusion","2025-05-17T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0",,,"2025-10-22T06:00:09.000","Inter-Agency Task Force / Initial Inspection","40.707438457394","-73.943231579728","301","34","050500","3071122","3030520026","BK90","POINT (-73.943231579728 40.707438457394)"
"50166258","HI SUNNY","Manhattan","342","7 AVENUE","10001","2126609666",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.747986986901","-73.992817957089","105","03","009500","1014289","1007790036","MN17","POINT (-73.992817957089 40.747986986901)"
"50172271","OLDENBURG","Brooklyn","3100","BRIGHTON    1 PLACE","11235","9296287846",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.576285296497","-73.96578074506","313","48","036001","3245032","3086820057","BK19","POINT (-73.96578074506 40.576285296497)"
"41645610","SUBWAY","Brooklyn","1875","NOSTRAND AVENUE","11226","6464841708","Sandwiches","2024-08-30T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","12","A","2024-08-30T00:00:00.000","2025-10-22T06:00:09.000","Cycle Inspection / Re-inspection","40.639812338763","-73.948384250421","317","45","083000","3112333","3049640050","BK91","POINT (-73.948384250421 40.639812338763)"
"50126220","HARLEM CAFE","Manhattan","2259","ADAM CLAYTON POWELL JR BOULEVARD",,"3472329231","American","2024-12-23T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","12","A","2024-12-23T00:00:00.000","2025-10-22T06:00:09.000","Cycle Inspection / Re-inspection","0","0",,,,,"1",,
"50177849","UNIVERSITY DELIGHTS","Bronx","578","EAST FORDHAM ROAD","10458","71865205200",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.858686368802","-73.885672521967","206","15","038900","2011946","2030670051","BX06","POINT (-73.885672521967 40.858686368802)"
"50176337","Country Donuts","Staten Island","877","HUGUENOT AVENUE","10312","9084158637",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.532805073319","-74.19223454555","503","51","017005","5081450","5063320046","SI01","POINT (-74.19223454555 40.532805073319)"
